Code	Incipit	Rubrica	File	Source	Duplicate of		
11H2F3L1	De Ezechiéle Prophéta	Ez. 34: 1-4					
11H2F3L2		Ez. 34: 5-9					
11H2F3L3		Ez. 34: 10-12					
11H2F4L1	De Ezechiéle Prophéta	Ez. 40: 1-2					
11H2F4L2		Ez. 40: 3-4					
11H2F4L3		Ez. 40: 5-6					
11H2F5L1	De Ezechiéle Prophéta	Ez. 41: 1-3					
11H2F5L2		Ez. 41: 4-6					
11H2F5L3		Ez. 41: 7-9					
11H2F6L1	De Ezechiéle Prophéta	Ez. 43: 1-5					
11H2F6L2		Ez. 43: 6-8					
11H2F6L3		Ez. 43: 9-11					
11H2F7L1	De Ezechiéle Prophéta	Ez. 47: 1-2					
11H2F7L2		Ez. 47: 3-5					
11H2F7L3		Ez. 47: 6-9					
11H3F1N1L1	Incipit liber Daniélis Prophétæ	Dn. 1: 1-4					
11H3F1N1L2		Dn. 1: 5-9					
11H3F1N1L3		Dn. 1: 10-15					
11H3F2L1	De Daniéle Prophéta	Dn. 2: 31-35					
11H3F2L2		Dn. 2: 36-40					
11H3F2L3		Dn. 2: 41-44					
11H3F3L1	De Daniéle Prophéta	Dn. 3: 14-15					
11H3F3L2		Dn. 3: 16-19					
11H3F3L3		Dn. 3: 21-24					
11H3F4L1	De Daniéle Prophéta	Dn. 4: 16-19					
11H3F4L2		Dn. 4: 20-22					
11H3F4L3		Dn. 4: 22-25					
11H3F5L1	De Daniéle Prophéta	Dn. 5: 1-6					
11H3F5L2		Dn. 5: 13-17					
11H3F5L3		Dn. 5: 25-31					
11H3F6L1	De Daniéle Prophéta	Dn. 6: 11-15					
11H3F6L2		Dn. 6: 16-20					
11H3F6L3		Dn. 6: 21-24					
11H3F7L1	De Daniéle Prophéta	Dn. 9: 1-5					
11H3F7L2		Dn. 9: 21-24					
11H3F7L3		Dn. 9: 25-27					
11H4F1N1L1	Incipit liber Osée Prophétæ	Os. 1: 1-3					
11H4F1N1L2		Os. 1: 4-7					
11H4F1N1L3		Os. 1: 8-11					
11H4F2L1	De Osée Prophéta	Os. 4: 1-3					
11H4F2L2		Os. 4: 4-6					
11H4F2L3		Os. 4: 7-10					
11H4F3L1	Incipit Joël Prophéta	Jl. 1: 1-4					
11H4F3L2		Jl. 1: 5-7					
11H4F3L3		Jl. 1: 8-11					
11H4F4L1	De Joéle Prophéta	Jl. 3: 1-3					
11H4F4L2		Jl. 3: 4-7					
11H4F4L3		Jl. 3: 8-12					
11H4F5L1	Incipit Amos Prophéta	Am. 1: 1-2					
11H4F5L2		Am. 1: 3-5					
11H4F5L3		Am. 1: 6-8					
11H4F6L1	Incipit Abdías Prophéta	Abd. 1: 1-4					
11H4F6L2		Abd. 1: 5-7					
11H4F6L3		Abd. 1: 8-11					
11H4F7L1	Incipit Jonas Prophéta	Jon. 1: 1-4					
11H4F7L2		Jon. 1: 5-7					
11H4F7L3		Jon. 1: 8-12					
11H5F1N1L1	Incipit Michǽas Prophéta	Mi. 1: 1-3					
11H5F1N1L2		Mi. 1: 4-6					
11H5F1N1L3		Mi. 1: 7-9					
11H5F2L1	Incipit Nahum Prophéta	Na. 1: 1-4					
11H5F2L2		Na. 1: 4-6					
11H5F2L3		Na. 1: 7-10					
11H5F3L1	Incipit Hábacuc Prophéta	Ha. 1: 1-4					
11H5F3L2		Ha. 1: 5-7					
11H5F3L3		Ha. 1: 8-10					
11H5F4L1	Incipit Sophonías Prophéta	So. 1: 1-3					
11H5F4L2		So. 1: 4-6					
11H5F4L3		So. 1: 7-9					
11H5F5L1	Incipit Aggǽus Prophéta	Ag. 1: 1-2					
11H5F5L2		Ag. 1: 3-6					
11H5F5L3		Ag. 1: 7-10					
11H5F6L1	Incipit Zacharías Prophéta	Za. 1: 1-3					
11H5F6L2		Za. 1: 4-5					
11H5F6L3		Za. 1: 6					
11H5F7L1	Incipit Malachías Prophéta	Ml. 1: 1-4					
11H5F7L2		Ml. 1: 5-7					
11H5F7L3		Ml. 1: 8-11					
COAPN1L1	De Epístola prima beáti Pauli Apóstoli ad Corínthios	1 Co. 4: 1-5					
COAPN1L2		1 Co. 4: 6-9					
COAPN1L3		1 Co. 4: 10-15					
COEVN1L1	Incipit liber Ezechiélis Prophétæ	Ez. 1: 1-4			11H1F1N1L1		
COEVN1L2		Ez. 1: 5-9			11H1F1N1L2		
COEVN1L3		Ez. 1: 10-12			11H1F1N1L3		
COUMN1L1	De Áctibus Apostolórum	Ac. 20: 17-24			P2F4L1		
COUMN1L2		Ac. 20: 25-31			P2F4L2		
COUMN1L3		Ac. 20: 32-38			P2F4L3		
COPMN1L1	De Epístola beáti Pauli Apóstoli ad Romános	Rm. 8: 12-19				cf. 0106bN1L1sq	
COPMN1L2		Rm. 8: 28-34					
COPMN1L3		Rm. 8: 35-39					
COPON1L1	De Epístola prima beáti Pauli Apóstoli ad Timótheum	1 Tm. 3: 1-7			E5F2L1		
COPON1L2	De Epístola ad Titum	Tt. 1: 7-11				cf. E5F5L2	
COPON1L3		Tt. 2: 1-8					
PMCPN1L1	De libro Ecclesiástici	Si. 44: 1-5					
PMCPN1L2		Si. 44: 6-9					
PMCPN1L3		Si. 44: 10-15					
CODON1L1	De libro Ecclesiástici	Si. 39: 1-5					
CODON1L2		Si. 39: 6-10					
CODON1L3		Si. 39: 11-14					
CONPN1L1	De libro Ecclesiástici	Si. 31: 8-11					
CONPN1L2		Si. 32: 18-20, 28; 33: 1-3					
CONPN1L3		Si. 34: 14-20					
ALCNN1L1	De libro Sapiéntiæ	Sg. 4: 7-14					
ALCNN1L2		Sg. 4: 14-19					
ALCNN1L3		Sg. 4: 19-20; 5: 1-5					
MUVXN1L1	De Epístola prima beáti Pauli Apóstoli ad Corínthios	1 Co. 7: 25-31					
MUVXN1L2		1 Co. 7: 32-35					
MUVXN1L3		1 Co. 7: 36-40					
VXALN1L1	De libro Ecclesiástici	Si. 51: 1-7				cf. 0810N1L1sq. Probablement en fait un doublon	
VXALN1L2		Si. 51: 8-12					
VXALN1L3		Si. 51: 13-17					
MUNXN1L1	De Parábolis Salomónis	Pr. 31: 10-17					
MUNXN1L2		Pr. 31: 18-24					
MUNXN1L3		Pr. 31: 25-31					
CDEDN1L1	De libro secundo Paralipómenon	2 Ch. 7: 1-5					
CDEDN1L2		2 Ch. 7: 6-9					
CDEDN1L3		2 Ch. 7: 11-16					
CBMVN1L1	De Parábolis Salomónis	Pr. 8: 12-17					
CBMVN1L2		Pr. 8: 18-25					
CBMVN1L3		Pr. 8: 34-36; 9: 1-5			08H1F4L3		
OPBML1		Si. 24: 11-13				sans incipit	
OPBML2		Si. 24: 15-16					
OPBML3		Si. 24: 17-20					
OPADVL1		Lc. 1: 26-28				sans incipit	
OPADVL2		Lc. 1: 29-33					
OPADVL3		Lc. 1: 34-38					
ODEFN1L1		Jb. 7: 16-21				sans incipit	
ODEFN1L2		Jb. 10: 1-7					
ODEFN1L3		Jb. 10: 8-12					
ODEFN2L1		Jb. 13: 22-28					
ODEFN2L2		Jb. 14: 1-6					
ODEFN2L3		Jb. 14: 13-16					
ODEFN3L1		Jb. 17: 1-3, 11-15					
ODEFN3L2		Jb. 19: 20-27					
ODEFN3L3		Jb. 10: 18-22					
0118N1L1	Incipit Epístola prima beáti Petri Apóstoli	1 P. 1: 1-5			P5F1N1L1		
0118N1L2		1 P. 1: 6-9			0222N1L2		
0118N1L3		1 P. 1: 10-12			0222N1L3	Nota : Ste Agnes est au commun	
0125N1L1	De Actibus Apostolórum	Ac. 9: 1-5					
0125N1L2		Ac. 9: 6-9					
0125N1L3		Ac. 9: 10-16					
0202N1L1	De libro Éxodi	Ex. 13: 1-3; 13: 11-13					
0202N1L2	De libro Levítici	Lv. 12: 1-5					
0202N1L3		Lv. 12: 6-8					
0211N1L1	De Parábolis Salomónis	Pr. 8: 12-17			CBMVN1L1		
0211N1L2		Pr. 8: 18-25			CBMVN1L2		
0211N1L3		Pr. 8: 34-36; 9: 1-5			CBMVN1L3		
0222N1L1	Incipit Epístola prima beáti Petri Apóstoli	1 P. 1: 1-5			P5F1N1L1		
0222N1L2		1 P. 1: 6-9				cf. P5F1N1L2	
0222N1L3		1 P. 1: 10-12					
0224N1L1	De Actibus Apostolórum	Ac. 1: 15-18				cf. P1F2L3	
0224N1L2		Ac. 1: 19-22					
0224N1L3		Ac. 1: 23-26					
0319N1L1	De libro Génesis	Gn. 39: 1-5					
0319N1L2		Gn. 41: 37-40					
0319N1L3		Gn. 41: 41-44					
0324N1L1	De Daniéle Prophéta	Dn. 9: 20-23				cf. 11H3F7L2 sq	
0324N1L2		Dn. 9: 24-25					
0324N1L3		Dn. 9: 26-27					
0325N1L1	De Isaía Prophéta	Is. 7: 10-15			A1F7L3		
0325N1L2		Is. 11: 1-5				cf. A2F1N1L1/2	
0325N1L3		Is. 35: 1-7			A4F1N1L1		
Q5F6bN1L1	De Isaía Prophéta	Is. 53: 1-5					
Q5F6bN1L2		Is. 53: 6-9					
Q5F6bN1L3		Is. 53: 10-12					
0411N1L1	Incipit Epístola prima beáti Petri Apóstoli	1 P. 1: 1-5				cf. 0222N1L1/2/3	
0411N1L2		1 P. 1: 6-12					
0411N1L3		1 P. 1: 13-21					
P2F4bN1L1	De libro Génesis	Gn. 39: 1-6				cf. 0319N1L1/2/3	
P2F4bN1L2		Gn. 41: 37-43					
P2F4bN1L3		Gn. 41: 44-49					
0501N1L1	Incipit Epístola cathólica beáti Jacóbi Apóstoli	Jc. 1: 1-6			P4F1N1L1		
0501N1L2		Jc. 1: 6-11			P4F1N1L2		
0501N1L3		Jc. 1: 12-16			P4F1N1L3		
0501bN1L1	De libro Génesis	Gn. 1: 27-28, 31; 2: 1-3				cf. 7GF2L1 sq	
0501bN1L2		Gn. 2: 7-9, 15					
0501bN1L3		Gn. 3: 17-19, 23-24					
0503N1L1	De Epístola beáti Pauli Apóstoli ad Gálatas	Ga. 3: 10-14				cf. E3F2L3	
0503N1L2	De Epístola ad Philippénses	Ph. 2: 5-11					
0503N1L3	De Epístola ad Colossénses	Col. 2: 9-15					
0506N1L1	Incipit Epístola prima beáti Joánnis Apóstoli	1 Jn. 1: 1-5			P6F1N1L1		
0506N1L2		1 Jn. 1: 6-10			P6F1N1L2		
0506N1L3		1 Jn. 2: 1-6			P6F1N1L3		
0508N1L1	De Daniéle Prophéta	Dn. 7: 9-11					
0508N1L2		Dn. 10: 4-8					
0508N1L3		Dn. 10: 9-14					
0611N1L1	De Actibus Apostolórum	Ac. 13: 43-47					
0611N1L2		Ac. 13: 48-52					
0611N1L3		Ac. 14: 1-3					
0624N1L1	Incipit liber Jeremíæ Prophétæ	Jr. 1: 1-5				cf. Q5F1N1L1	
0624N1L2		Jr. 1: 6-10				cf. Q5F1N1L2	
0624N1L3		Jr. 1: 17-19				cf. Q5F1N1L3	
0629N1L1	De Actibus Apostolórum	Ac. 3: 1-5				cf. P1F4L1/2	
0629N1L2		Ac. 3: 6-10					
0629N1L3		Ac. 3: 11-16					
0630N1L1	De Actibus Apostolórum	Ac. 13: 1-4					
0630N1L2		Ac. 13: 5-8					
0630N1L3		Ac. 13: 9-13				cf. P2F1N1L1	
0701N1L1	De Epístola beáti Pauli Apóstoli ad Hebrǽos	He. 9: 11-15				cf. Q6F7N3L1/2/3	
0701N1L2		He. 9: 16-22					
0701N1L3		He. 10: 19-24					
0702N1L1	De Cánticis canticórum	Ct. 2: 1-7					
0702N1L2		Ct. 2: 8-13					
0702N1L3		Ct. 2: 13-17					
0722N1L1	De Cánticis canticórum	Ct. 3: 1-4					
0722N1L2		Ct. 8: 1-4					
0722N1L3		Ct. 8: 5-7					
0801N1L1	De Actibus Apostolórum	Ac. 12: 1-5					
0801N1L2		Ac. 12: 6-8					
0801N1L3		Ac. 12: 9-11					
0803N1L1	De Actibus Apostolórum	Ac. 7: 51-54				CF 1226N1L2	
0803N1L2		Ac. 7: 55-58				cf. 1226N1L3	
0803N1L3		Ac. 7: 59; 8: 1-2					
0806N1L1	De Epístola secúnda beáti Petri Apóstoli	2 P. 1: 10-14				cf. P5F6N1L3	
0806N1L2		2 P. 1: 15-17					
0806N1L3		2 P. 1: 18-21					
0810N1L1	De libro Ecclesiástici	Si. 51: 1-6				@Commune/C6:Lectio1 in 2 loco	
0810N1L2		Si. 51: 6-9					
0810N1L3		Si. 51: 10-12					
0815N1L1	De libro Génesis	Gn. 3: 9-15					
0815N1L2		1 Co. 15: 20-26					
0815N1L3		1 Co. 15: 53-57					
0815bN1L1	Incípiunt Cántica canticórum	Ct. 1: 1-4			0908N1L1		
0815bN1L2		Ct. 1: 5-9			0908N1L2		
0815bN1L3		Ct. 1: 10-16			0908N1L3		
0818N1L1	De Cánticis canticórum	Ct. 4: 7-9, 12					
0818N1L2		Ct. 6: 3, 8-9; 8: 5					
0818N1L3		Ct. 8: 6-7					
0818bN1L1	De Cánticis canticórum	Ct. 4: 1-4					
0818bN1L2		Ct. 4: 7-10					
0818bN1L3		Ct. 4: 11-15					
0822N1L1	De Cánticis canticórum	Ct. 8: 5-6					
0822N1L2		Ct. 8: 7-9					
0822N1L3		Ct. 8: 10-14					
0829N1L1	Incipit liber Jeremíæ Prophétæ	Jr. 1: 1-5			0624N1L1		
0829N1L2		Jr. 1: 6-10			0624N1L2		
0829N1L3		Jr. 1: 17-19			0624N1L3		
0908N1L1	Incípiunt Cántica canticórum	Ct. 1: 1-4					
0908N1L2		Ct. 1: 5-9					
0908N1L3		Ct. 1: 10-16					
0914N1L1	De libro Númeri	Nb. 21: 1-3					
0914N1L2		Nb. 21: 4-6					
0914N1L3		Nb. 21: 6-9					
0915N1L1	De Jeremía Prophéta	Lm. 1: 2; 1: 20-21				En fait, Lam et non Jr?!	
0915N1L2		Lm. 2: 13, 15-16					
0915N1L3		Lm. 2: 17-18					
0917N1L1	De Epístola beáti Pauli Apóstoli ad Gálatas	Ga. 5: 25-26; 6: 1-6					
0917N1L2		Ga. 6: 7-13					
0917N1L3		Ga. 6: 14-18					
0918N1L1	De Epístola secúnda beáti Pauli Apóstoli ad Corínthios	2 Co. 4: 6-11					
0918N1L2		2 Co. 5: 1-8					
0918N1L3		2 Co. 12: 1-9					
0929N1L1	De Daniéle Prophéta	Dn. 7: 9-11			0508N1L1		
0929N1L2		Dn. 10: 4-8			0508N1L2		
0929N1L3		Dn. 10: 9-14			0508N1L3		
1002N1L1	De libro Éxodi	Ex. 23: 20-23					
1002N1L2	De Zacharía Prophéta	Za. 1: 7-11					
1002N1L3		Za. 2: 1-5					
1007N1L1	De Libro Ecclesiástici	Si. 24: 11-16					
1007N1L2		Si. 24: 17-22					
1007N1L3		Si. 24: 24-31					
1011N1L1	De libro Ecclesiástici	Si. 24: 5-11				cf. 1002N1L1sq	
1011N1L2		Si. 24: 12-16					
1011N1L3		Si. 24: 17-23					
1024N1L1	De libro Tobíæ	Tb. 12: 1-4				cf. 09H3F5L1	
1024N1L2		Tb. 12: 5-13				09H3F5L2	
1024N1L3		Tb. 12: 14-22				09H3F5L3	
10H6F1N1L1	De Epístola beáti Pauli Apóstoli ad Colossénses	Col. 1: 3-8				cf. E4F3L1	
10H6F1N1L2		Col. 1: 9-17				cf. E4F3L2	
10H6F1N1L3		Col. 1: 18-23				cf. E4F3L3	
1028N1L1	Incipit Epístola cathólica beáti Judæ Apóstoli	Jd. 1: 1-4			P6F7N1L1		
1028N1L2		Jd. 1: 5-8			P6F7N1L2		
1028N1L3		Jd. 1: 9-13			P6F7N1L3		
1101N1L1	De libro Apocalýpsis beáti Joánnis Apóstoli	Ap. 4: 2-8				cf. P3F3L1 sq	
1101N1L2		Ap. 5: 1-8				cf. P3F4L1	
1101N1L3		Ap. 5: 9-14				cf. P3F4L2sq	
1102N1L1		Jb. 7: 16-21			ODEFN1L1	sans incipit	
1102N1L2		Jb. 14: 1-6			ODEFN2L2		
1102N1L3		Jb. 19: 20-27			ODEFN3L2		
1102N3L1	De Epístola prima beáti Pauli Apóstoli ad Corínthios	1 Co. 15: 12-22				cf. 0815N1L2	
1102N3L2		1 Co. 15: 35-44					
1102N3L3		1 Co. 15: 51-58				cf. 0815N1L3	
1109N1L1	De libro Apocalýpsis beáti Joánnis Apóstoli	Ap. 21: 9-11					
1109N1L2		Ap. 21: 12-15					
1109N1L3		Ap. 21: 16-18					
1111N1L1	De Epístola prima beáti Pauli Apóstoli ad Timótheum	1 Tm. 3: 1-7			COPON1L1		
1111N1L2	De Epístola ad Titum	Tt. 1: 7-11			COPON1L2		
1111N1L3		Tt. 2: 1-8			COPON1L3		
1118N1L1	De libro Apocalýpsis beáti Joánnis Apóstoli	Ap. 21: 18-20				cf. 1109N1L3	
1118N1L2		Ap. 21: 21-23					
1118N1L3		Ap. 21: 24-27					
1122N1L1	De Epístola prima beáti Pauli Apóstoli ad Corínthios	1 Co. 7: 25-31			MUVXN1L1		
1122N1L2		1 Co. 7: 32-35			MUVXN1L2		
1122N1L3		1 Co. 7: 36-40			MUVXN1L3		
1130N1L1	De Epístola beáti Pauli Apóstoli ad Romános	Rm. 10: 4-9					
1130N1L2		Rm. 10: 10-15					
1130N1L3		Rm. 10: 16-21					
1208N1L1	De libro Génesis	Gn. 3: 1-5				cf. 7GF4L1&2	
1208N1L2		Gn. 3: 6-8					
1208N1L3		Gn. 3: 9-15					
